model,seed,stage,down_format,qat_data,parent_package,evaluation_package,dataset,split,subset,subset_identity,metric_protocol,ppl,nll,targets,input_tokens,unscored_tail_tokens,reuse_status,completion,evidence_path
Qwen/Qwen3-1.7B,44,Uniform-PTQ-parent,INT8,none,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-range-s44/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-down-readapt-s44/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",18.423304287656563,2.913616400605703,262208,262337,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-down-readapt-s44/validation.json
meta-llama/Llama-3.2-1B-Instruct,44,SP2-QAT400,SP2,WikiText-only,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/sp2-down-readapt-s44/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/sp2-qat400-s44/checkpoint-0400/static_w4a8.pt,Salesforce/wikitext,test,wikitext-2-raw-v1,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/sp2-qat400-test-s44/input_tokens.pt,"BF16 logits CE; per-token loss to FP32; log(float32 segment PPL), target-weighted NLL",14.197525321816363,2.653067676308368,288934,289076,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/sp2-qat400-test-s44/result.json
meta-llama/Llama-3.2-1B-Instruct,44,Uniform-QAT400,INT8,WikiText-only,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-down-readapt-s44/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-qat400-s44/checkpoint-0400/static_w4a8.pt,Salesforce/wikitext,test,wikitext-2-raw-v1,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-qat400-test-s44/input_tokens.pt,"BF16 logits CE; per-token loss to FP32; log(float32 segment PPL), target-weighted NLL",18.734455723372943,2.930364380495814,288934,289076,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-qat400-test-s44/result.json
Qwen/Qwen3-1.7B,43,SP2-PTQ-parent,SP2,none,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-range-s43/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-down-readapt-s43/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",14.985970044814936,2.707114433062164,262208,262337,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-down-readapt-s43/validation.json
Qwen/Qwen3-1.7B,43,Uniform-PTQ-parent,INT8,none,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-range-s43/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-down-readapt-s43/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",18.22110026571323,2.9025802778083905,262208,262337,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-down-readapt-s43/validation.json
meta-llama/Llama-3.2-1B-Instruct,44,SP2-QAT400,SP2,WikiText-only,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/sp2-down-readapt-s44/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/sp2-qat400-s44/checkpoint-0400/static_w4a8.pt,allenai/c4,validation,en,/home/dongpeiyan/projects/rotation-quant/runs/phase2/c4-acceptance-c-20260912.FJXr6U/data/input_tokens.pt,"BF16 logits CE; per-token loss to FP32; log(float32 segment PPL), target-weighted NLL",26.515203495507034,3.277718285291192,2096128,2097152,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/sp2-qat400-c4-s44/result.json
meta-llama/Llama-3.2-1B-Instruct,44,Uniform-QAT400,INT8,WikiText-only,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-down-readapt-s44/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-qat400-s44/checkpoint-0400/static_w4a8.pt,allenai/c4,validation,en,/home/dongpeiyan/projects/rotation-quant/runs/phase2/c4-acceptance-c-20260912.FJXr6U/data/input_tokens.pt,"BF16 logits CE; per-token loss to FP32; log(float32 segment PPL), target-weighted NLL",45.24646580238375,3.8121245632809497,2096128,2097152,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/llama32-1b/uniform-qat400-c4-s44/result.json
Qwen/Qwen3-1.7B,44,SP2-QAT400,SP2,WikiText-only,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-down-readapt-s44/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-qat400-s44/checkpoint-0400/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",14.803867869217726,2.6948884891407743,262208,262337,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-qat400-s44/checkpoint-0400/validation.json
Qwen/Qwen3-1.7B,44,Uniform-QAT400,INT8,WikiText-only,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-down-readapt-s44/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-qat400-s44/checkpoint-0400/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",15.752338332216512,2.756988819789281,262208,262337,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-qat400-s44/checkpoint-0400/validation.json
Qwen/Qwen3-1.7B,44,SP2-QAT400,SP2,WikiText-only,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-down-readapt-s44/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-qat400-s44/checkpoint-0400/static_w4a8.pt,Salesforce/wikitext,test,wikitext-2-raw-v1,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-qat400-test-s44/input_tokens.pt,"BF16 logits CE; per-token loss to FP32; log(float32 segment PPL), target-weighted NLL",14.105051810881225,2.6465330176752335,298931,299078,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-qat400-test-s44/result.json
Qwen/Qwen3-1.7B,44,SP2-QAT400,SP2,WikiText-only,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-down-readapt-s44/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-qat400-s44/checkpoint-0400/static_w4a8.pt,allenai/c4,validation,en,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/c4-data/input_tokens.pt,"BF16 logits CE; per-token loss to FP32; log(float32 segment PPL), target-weighted NLL",24.17047498768119,3.1851318464743503,2096128,2097152,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-qat400-c4-s44/result.json
Qwen/Qwen3-1.7B,44,Uniform-QAT400,INT8,WikiText-only,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-down-readapt-s44/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-qat400-s44/checkpoint-0400/static_w4a8.pt,Salesforce/wikitext,test,wikitext-2-raw-v1,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-qat400-test-s44/input_tokens.pt,"BF16 logits CE; per-token loss to FP32; log(float32 segment PPL), target-weighted NLL",15.140921674493724,2.7174011229393273,298931,299078,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-qat400-test-s44/result.json
Qwen/Qwen3-1.7B,44,Uniform-QAT400,INT8,WikiText-only,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-down-readapt-s44/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-qat400-s44/checkpoint-0400/static_w4a8.pt,allenai/c4,validation,en,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/c4-data/input_tokens.pt,"BF16 logits CE; per-token loss to FP32; log(float32 segment PPL), target-weighted NLL",27.651997752899558,3.319697976819438,2096128,2097152,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-qat400-c4-s44/result.json
Qwen/Qwen3-1.7B,43,SP2-QAT400,SP2,WikiText-only,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-down-readapt-s43/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-qat400-s43/checkpoint-0400/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",14.807326864507779,2.6951221166817696,262208,262337,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-qat400-s43/checkpoint-0400/validation.json
Qwen/Qwen3-1.7B,43,SP2-QAT400,SP2,WikiText-only,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-down-readapt-s43/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-qat400-s43/checkpoint-0400/static_w4a8.pt,Salesforce/wikitext,test,wikitext-2-raw-v1,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-qat400-test-s43/input_tokens.pt,"BF16 logits CE; per-token loss to FP32; log(float32 segment PPL), target-weighted NLL",14.150947756398566,2.6497816010970188,298931,299078,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-qat400-test-s43/result.json
Qwen/Qwen3-1.7B,43,SP2-QAT400,SP2,WikiText-only,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-down-readapt-s43/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-qat400-s43/checkpoint-0400/static_w4a8.pt,allenai/c4,validation,en,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/c4-data/input_tokens.pt,"BF16 logits CE; per-token loss to FP32; log(float32 segment PPL), target-weighted NLL",24.042025123401675,3.179803345861205,2096128,2097152,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/sp2-qat400-c4-s43/result.json
Qwen/Qwen3-1.7B,43,Uniform-QAT400,INT8,WikiText-only,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-down-readapt-s43/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-qat400-s43/checkpoint-0400/static_w4a8.pt,Salesforce/wikitext,validation,wikitext-2-raw-v1,full cached WikiText-2 validation,"existing evaluator: BF16 logits CE, per-token loss to FP32; log(float32 PPL), weighted by predicted tokens",15.65365239674437,2.750704269740956,262208,262337,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-qat400-s43/checkpoint-0400/validation.json
Qwen/Qwen3-1.7B,43,Uniform-QAT400,INT8,WikiText-only,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-down-readapt-s43/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-qat400-s43/checkpoint-0400/static_w4a8.pt,Salesforce/wikitext,test,wikitext-2-raw-v1,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-qat400-test-s43/input_tokens.pt,"BF16 logits CE; per-token loss to FP32; log(float32 segment PPL), target-weighted NLL",15.013445852436345,2.708946189746898,298931,299078,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-qat400-test-s43/result.json
Qwen/Qwen3-1.7B,43,Uniform-QAT400,INT8,WikiText-only,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-down-readapt-s43/static_w4a8.pt,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-qat400-s43/checkpoint-0400/static_w4a8.pt,allenai/c4,validation,en,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/c4-data/input_tokens.pt,"BF16 logits CE; per-token loss to FP32; log(float32 segment PPL), target-weighted NLL",27.45911062612704,3.3126980118374294,2096128,2097152,0,new_phase5_measurement,COMPLETED,/home/dongpeiyan/projects/rotation-quant/runs/phase5/qwen3-1p7b/uniform-qat400-c4-s43/result.json
